Job ID,Job Title,Company Name,Job Location,Job Type,Salary Range,Experience Required,Posted Date,Application Deadline,Job Portal,Number of Applicants,Education Requirement,Skills Required,Remote/Onsite,Company Size
JOB14495,Cyber Security Analyst,Wipro,Mumbai,Part-time,12-20 LPA,5-10 years,2025-01-15,2025-02-12,Indeed,167,B.Tech,"SQL, AWS, React",Hybrid,Medium (51-500)
JOB14496,Data Scientist,Infosys,Chennai,Full-time,8-12 LPA,5-10 years,2024-12-23,2025-01-05,LinkedIn,427,PhD,"Digital Marketing, Python, C++",Onsite,Medium (51-500)
JOB14497,Data Scientist,Amazon,Pune,Full-time,12-20 LPA,5-10 years,2024-12-24,2025-01-09,Indeed,104,MBA,"Machine Learning, React, C++",Remote,Small (1-50)
JOB14498,Data Scientist,Amazon,Pune,Part-time,12-20 LPA,10+ years,2025-01-13,2025-02-11,Indeed,402,B.Sc,"AWS, Java, Python",Hybrid,Large (500+)
JOB14499,Cyber Security Analyst,Deloitte,Pune,Part-time,5-8 LPA,2-5 years,2025-01-16,2025-02-12,LinkedIn,169,B.Tech,"Digital Marketing, Excel, Java",Hybrid,Medium (51-500)
JOB14500,Data Scientist,IBM,Pune,Part-time,20+ LPA,10+ years,2025-01-16,2025-02-07,Indeed,405,PhD,"SQL, UI/UX, C++",Hybrid,Large (500+)
JOB14501,Business Analyst,Microsoft,Chennai,Internship,5-8 LPA,2-5 years,2025-01-05,2025-02-01,Indeed,489,PhD,"SQL, UI/UX, React",Onsite,Large (500+)
JOB14502,Marketing Executive,Infosys,Bangalore,Internship,12-20 LPA,2-5 years,2025-01-07,2025-01-18,LinkedIn,299,M.Tech,"SQL, Excel, AWS",Hybrid,Large (500+)
JOB14503,Product Manager,IBM,Pune,Part-time,5-8 LPA,0-2 years,2025-01-13,2025-02-02,LinkedIn,131,B.Sc,"Machine Learning, React, Java",Hybrid,Medium (51-500)
JOB14504,Product Manager,Amazon,Pune,Internship,20+ LPA,5-10 years,2025-01-07,2025-01-17,Indeed,385,PhD,"SQL, C++, AWS",Remote,Small (1-50)
JOB14505,Marketing Executive,IBM,Mumbai,Full-time,12-20 LPA,5-10 years,2025-01-10,2025-01-19,LinkedIn,218,M.Tech,"Python, React, Machine Learning",Hybrid,Small (1-50)
JOB14506,Cyber Security Analyst,Infosys,Bangalore,Internship,12-20 LPA,2-5 years,2024-12-25,2025-01-07,LinkedIn,397,B.Tech,"React, Machine Learning, AWS",Hybrid,Large (500+)
JOB14507,Business Analyst,Microsoft,Chennai,Part-time,20+ LPA,5-10 years,2025-01-08,2025-01-31,Naukri.com,448,B.Sc,"React, Digital Marketing, C++",Hybrid,Small (1-50)
JOB14508,Financial Analyst,Wipro,Pune,Part-time,20+ LPA,2-5 years,2024-12-30,2025-01-11,Indeed,495,M.Tech,"UI/UX, Excel, React",Hybrid,Small (1-50)
JOB14509,Product Manager,Amazon,Delhi,Contract,12-20 LPA,0-2 years,2025-01-21,2025-02-08,LinkedIn,183,PhD,"Java, Machine Learning, Excel",Hybrid,Small (1-50)
JOB14510,Software Engineer,IBM,Bangalore,Internship,8-12 LPA,2-5 years,2025-01-15,2025-02-11,Naukri.com,281,B.Sc,"Python, C++, AWS",Hybrid,Small (1-50)
JOB14511,Marketing Executive,HCL,Delhi,Full-time,12-20 LPA,0-2 years,2025-01-04,2025-02-01,LinkedIn,108,M.Tech,"Machine Learning, Digital Marketing, AWS",Onsite,Small (1-50)
JOB14512,Graphic Designer,Accenture,Bangalore,Internship,12-20 LPA,5-10 years,2025-01-19,2025-02-06,LinkedIn,203,MBA,"SQL, Machine Learning, UI/UX",Onsite,Medium (51-500)
JOB14513,Marketing Executive,TCS,Bangalore,Part-time,5-8 LPA,5-10 years,2025-01-10,2025-02-01,Naukri.com,238,M.Tech,"Java, React, Python",Onsite,Medium (51-500)
JOB14514,Software Engineer,IBM,Noida,Part-time,3-5 LPA,5-10 years,2025-01-19,2025-02-02,Naukri.com,500,MBA,"Machine Learning, C++, Python",Onsite,Small (1-50)
JOB14515,Graphic Designer,Amazon,Bangalore,Part-time,3-5 LPA,2-5 years,2025-01-17,2025-02-07,LinkedIn,421,PhD,"Excel, Python, SQL",Hybrid,Large (500+)
JOB14516,Business Analyst,Wipro,Ahmedabad,Full-time,3-5 LPA,10+ years,2024-12-29,2025-01-08,Indeed,397,MBA,"Java, Machine Learning, React",Hybrid,Small (1-50)
JOB14517,Financial Analyst,Google,Noida,Internship,5-8 LPA,5-10 years,2024-12-27,2025-01-11,Naukri.com,67,PhD,"AWS, Excel, Digital Marketing",Hybrid,Small (1-50)
JOB14518,Cyber Security Analyst,Amazon,Chennai,Internship,8-12 LPA,5-10 years,2025-01-08,2025-02-04,Naukri.com,226,MBA,"C++, Machine Learning, AWS",Onsite,Small (1-50)
JOB14519,Data Scientist,IBM,Ahmedabad,Internship,20+ LPA,2-5 years,2025-01-22,2025-02-05,LinkedIn,112,B.Sc,"C++, Machine Learning, Java",Onsite,Medium (51-500)
JOB14520,Data Scientist,Microsoft,Mumbai,Contract,5-8 LPA,2-5 years,2025-01-06,2025-01-24,Naukri.com,82,B.Tech,"SQL, AWS, Python",Hybrid,Large (500+)
JOB14521,Data Scientist,Wipro,Bangalore,Contract,8-12 LPA,5-10 years,2025-01-12,2025-01-21,Indeed,198,PhD,"Digital Marketing, Python, C++",Onsite,Medium (51-500)
JOB14522,HR Manager,Infosys,Bangalore,Full-time,8-12 LPA,5-10 years,2024-12-23,2025-01-02,LinkedIn,305,B.Sc,"Java, Digital Marketing, AWS",Remote,Large (500+)
JOB14523,Data Scientist,Deloitte,Delhi,Full-time,3-5 LPA,5-10 years,2025-01-16,2025-02-11,LinkedIn,225,B.Sc,"Excel, Machine Learning, React",Onsite,Small (1-50)
JOB14524,Marketing Executive,HCL,Jaipur,Contract,8-12 LPA,2-5 years,2024-12-24,2025-01-06,Naukri.com,40,B.Sc,"Digital Marketing, UI/UX, Machine Learning",Hybrid,Large (500+)
JOB14525,HR Manager,IBM,Bangalore,Part-time,12-20 LPA,10+ years,2025-01-21,2025-02-14,Naukri.com,457,MBA,"Machine Learning, React, C++",Onsite,Large (500+)
JOB14526,Financial Analyst,HCL,Bangalore,Full-time,5-8 LPA,5-10 years,2025-01-12,2025-01-25,Indeed,228,M.Tech,"Python, SQL, C++",Remote,Small (1-50)
JOB14527,Data Scientist,Infosys,Jaipur,Part-time,3-5 LPA,2-5 years,2025-01-14,2025-02-07,Indeed,280,M.Tech,"AWS, SQL, C++",Remote,Large (500+)
JOB14528,Product Manager,Wipro,Noida,Part-time,3-5 LPA,10+ years,2024-12-27,2025-01-07,Naukri.com,22,PhD,"UI/UX, React, Excel",Hybrid,Medium (51-500)
JOB14529,Data Scientist,Infosys,Pune,Part-time,3-5 LPA,10+ years,2025-01-06,2025-02-03,Naukri.com,413,M.Tech,"SQL, Java, AWS",Onsite,Small (1-50)
JOB14530,Business Analyst,Accenture,Bangalore,Full-time,3-5 LPA,10+ years,2024-12-27,2025-01-15,LinkedIn,467,B.Tech,"React, Excel, SQL",Remote,Small (1-50)
JOB14531,Business Analyst,Microsoft,Delhi,Contract,12-20 LPA,0-2 years,2024-12-26,2025-01-21,Naukri.com,251,M.Tech,"Digital Marketing, SQL, Excel",Remote,Small (1-50)
JOB14532,Graphic Designer,Deloitte,Mumbai,Internship,5-8 LPA,5-10 years,2024-12-26,2025-01-10,Naukri.com,58,PhD,"C++, Java, AWS",Onsite,Small (1-50)
JOB14533,Product Manager,Infosys,Ahmedabad,Full-time,8-12 LPA,0-2 years,2025-01-09,2025-01-30,Indeed,135,M.Tech,"Excel, Digital Marketing, SQL",Onsite,Small (1-50)
JOB14534,Software Engineer,Accenture,Pune,Full-time,12-20 LPA,5-10 years,2025-01-11,2025-02-07,Naukri.com,118,M.Tech,"React, Python, UI/UX",Hybrid,Medium (51-500)
JOB14535,Product Manager,TCS,Ahmedabad,Full-time,5-8 LPA,0-2 years,2025-01-13,2025-02-07,Naukri.com,29,MBA,"React, C++, SQL",Hybrid,Small (1-50)
JOB14536,HR Manager,TCS,Hyderabad,Internship,8-12 LPA,10+ years,2025-01-05,2025-01-28,Naukri.com,16,B.Tech,"AWS, React, C++",Onsite,Medium (51-500)
JOB14537,Sales Representative,HCL,Ahmedabad,Contract,3-5 LPA,10+ years,2025-01-04,2025-01-11,Indeed,359,M.Tech,"AWS, Java, C++",Remote,Small (1-50)
JOB14538,Cyber Security Analyst,Microsoft,Hyderabad,Part-time,3-5 LPA,2-5 years,2024-12-25,2025-01-09,LinkedIn,191,MBA,"C++, Python, UI/UX",Onsite,Medium (51-500)
JOB14539,HR Manager,Microsoft,Noida,Contract,3-5 LPA,2-5 years,2024-12-25,2025-01-24,LinkedIn,333,PhD,"Machine Learning, Excel, Java",Onsite,Small (1-50)
JOB14540,Financial Analyst,Google,Ahmedabad,Internship,12-20 LPA,2-5 years,2025-01-12,2025-01-22,Indeed,169,PhD,"C++, AWS, UI/UX",Onsite,Large (500+)
JOB14541,Financial Analyst,Accenture,Noida,Contract,5-8 LPA,10+ years,2025-01-09,2025-01-28,Naukri.com,85,M.Tech,"Digital Marketing, Machine Learning, C++",Onsite,Large (500+)
JOB14542,Financial Analyst,Deloitte,Kolkata,Full-time,12-20 LPA,0-2 years,2025-01-02,2025-01-17,Naukri.com,459,M.Tech,"Excel, UI/UX, Java",Onsite,Small (1-50)
JOB14543,Graphic Designer,Microsoft,Delhi,Part-time,3-5 LPA,2-5 years,2024-12-31,2025-01-29,Indeed,147,MBA,"AWS, Python, SQL",Onsite,Large (500+)
JOB14544,Product Manager,IBM,Pune,Full-time,3-5 LPA,10+ years,2025-01-09,2025-02-05,Indeed,33,B.Tech,"Excel, AWS, Machine Learning",Onsite,Large (500+)
JOB14545,Sales Representative,HCL,Noida,Internship,12-20 LPA,0-2 years,2024-12-27,2025-01-13,Naukri.com,236,B.Sc,"SQL, Digital Marketing, Excel",Hybrid,Medium (51-500)
JOB14546,Cyber Security Analyst,Amazon,Chennai,Contract,8-12 LPA,2-5 years,2025-01-07,2025-01-20,Naukri.com,205,B.Sc,"SQL, C++, Python",Onsite,Medium (51-500)
JOB14547,Cyber Security Analyst,Microsoft,Kolkata,Part-time,12-20 LPA,10+ years,2024-12-27,2025-01-09,Indeed,32,M.Tech,"Digital Marketing, UI/UX, Java",Remote,Medium (51-500)
JOB14548,Product Manager,Google,Bangalore,Part-time,8-12 LPA,0-2 years,2024-12-23,2025-01-05,Naukri.com,86,M.Tech,"React, Digital Marketing, Python",Onsite,Small (1-50)
JOB14549,Data Scientist,Microsoft,Bangalore,Full-time,12-20 LPA,0-2 years,2024-12-31,2025-01-08,LinkedIn,179,PhD,"Python, AWS, C++",Hybrid,Small (1-50)
JOB14550,Data Scientist,Microsoft,Noida,Part-time,8-12 LPA,5-10 years,2025-01-14,2025-02-13,Naukri.com,253,PhD,"Python, SQL, AWS",Hybrid,Large (500+)
JOB14551,Software Engineer,IBM,Jaipur,Part-time,12-20 LPA,10+ years,2025-01-12,2025-02-10,Indeed,85,M.Tech,"Machine Learning, React, C++",Remote,Medium (51-500)
JOB14552,Product Manager,Wipro,Kolkata,Full-time,3-5 LPA,5-10 years,2025-01-12,2025-01-19,LinkedIn,215,M.Tech,"React, SQL, Python",Remote,Large (500+)
JOB14553,Business Analyst,Wipro,Mumbai,Contract,5-8 LPA,5-10 years,2025-01-02,2025-01-17,Naukri.com,221,M.Tech,"Java, SQL, Machine Learning",Hybrid,Small (1-50)
JOB14554,Marketing Executive,Microsoft,Bangalore,Contract,5-8 LPA,5-10 years,2025-01-05,2025-01-15,Naukri.com,301,M.Tech,"Java, Digital Marketing, C++",Hybrid,Large (500+)
JOB14555,Sales Representative,Amazon,Bangalore,Internship,12-20 LPA,10+ years,2025-01-10,2025-01-21,LinkedIn,492,B.Tech,"React, AWS, Machine Learning",Remote,Large (500+)
JOB14556,HR Manager,Accenture,Bangalore,Internship,20+ LPA,5-10 years,2025-01-06,2025-01-21,LinkedIn,425,PhD,"Java, React, UI/UX",Remote,Small (1-50)
JOB14557,Sales Representative,Amazon,Hyderabad,Contract,20+ LPA,10+ years,2024-12-23,2025-01-11,Naukri.com,271,MBA,"AWS, SQL, UI/UX",Hybrid,Large (500+)
JOB14558,Business Analyst,TCS,Chennai,Contract,3-5 LPA,5-10 years,2025-01-05,2025-01-21,LinkedIn,257,M.Tech,"C++, AWS, Excel",Onsite,Medium (51-500)
JOB14559,Financial Analyst,HCL,Delhi,Internship,8-12 LPA,0-2 years,2025-01-17,2025-01-24,Indeed,291,B.Sc,"Digital Marketing, UI/UX, Machine Learning",Hybrid,Small (1-50)
JOB14560,Graphic Designer,Accenture,Chennai,Internship,20+ LPA,10+ years,2025-01-02,2025-01-09,LinkedIn,170,B.Sc,"Java, C++, Machine Learning",Onsite,Large (500+)
JOB14561,Data Scientist,IBM,Jaipur,Internship,20+ LPA,10+ years,2025-01-20,2025-02-05,Naukri.com,211,PhD,"Machine Learning, AWS, SQL",Hybrid,Medium (51-500)
JOB14562,Graphic Designer,Infosys,Noida,Part-time,20+ LPA,0-2 years,2025-01-10,2025-02-02,Indeed,448,M.Tech,"Excel, UI/UX, AWS",Hybrid,Small (1-50)
JOB14563,Data Scientist,Accenture,Noida,Contract,12-20 LPA,5-10 years,2025-01-06,2025-01-15,Naukri.com,355,MBA,"Java, AWS, Digital Marketing",Hybrid,Small (1-50)
JOB14564,Software Engineer,Google,Hyderabad,Full-time,3-5 LPA,10+ years,2024-12-23,2025-01-03,Indeed,336,B.Sc,"Digital Marketing, AWS, Excel",Remote,Small (1-50)
JOB14565,HR Manager,Accenture,Jaipur,Contract,8-12 LPA,2-5 years,2024-12-24,2025-01-22,LinkedIn,359,M.Tech,"AWS, Python, Excel",Remote,Medium (51-500)
JOB14566,Financial Analyst,Wipro,Delhi,Contract,8-12 LPA,2-5 years,2025-01-03,2025-01-25,Indeed,240,MBA,"React, Java, Digital Marketing",Remote,Large (500+)
JOB14567,Product Manager,Infosys,Bangalore,Part-time,8-12 LPA,0-2 years,2024-12-28,2025-01-26,Naukri.com,44,B.Tech,"Digital Marketing, UI/UX, SQL",Onsite,Large (500+)
JOB14568,HR Manager,Amazon,Pune,Part-time,12-20 LPA,10+ years,2025-01-20,2025-02-09,LinkedIn,284,B.Sc,"C++, Excel, UI/UX",Remote,Medium (51-500)
JOB14569,HR Manager,Deloitte,Noida,Contract,20+ LPA,5-10 years,2025-01-03,2025-01-31,LinkedIn,323,B.Tech,"Machine Learning, UI/UX, C++",Onsite,Small (1-50)
JOB14570,Cyber Security Analyst,HCL,Noida,Part-time,5-8 LPA,5-10 years,2025-01-02,2025-01-17,Indeed,313,B.Tech,"SQL, Java, Excel",Onsite,Medium (51-500)
JOB14571,HR Manager,Accenture,Jaipur,Internship,20+ LPA,2-5 years,2025-01-20,2025-02-14,Naukri.com,495,M.Tech,"AWS, C++, Java",Onsite,Small (1-50)
JOB14572,Sales Representative,IBM,Kolkata,Contract,5-8 LPA,5-10 years,2024-12-24,2025-01-11,LinkedIn,99,MBA,"AWS, UI/UX, Machine Learning",Remote,Small (1-50)
JOB14573,Marketing Executive,Infosys,Ahmedabad,Full-time,20+ LPA,5-10 years,2024-12-31,2025-01-17,LinkedIn,341,B.Tech,"Java, Python, UI/UX",Hybrid,Small (1-50)
JOB14574,Graphic Designer,Amazon,Mumbai,Part-time,8-12 LPA,2-5 years,2024-12-26,2025-01-19,Indeed,468,B.Tech,"Java, Digital Marketing, SQL",Hybrid,Medium (51-500)
JOB14575,Sales Representative,HCL,Noida,Part-time,5-8 LPA,2-5 years,2025-01-01,2025-01-24,Naukri.com,437,MBA,"Java, Machine Learning, C++",Hybrid,Medium (51-500)
JOB14576,Cyber Security Analyst,Google,Chennai,Full-time,20+ LPA,5-10 years,2025-01-02,2025-01-26,Indeed,133,PhD,"Excel, SQL, React",Remote,Large (500+)
JOB14577,Sales Representative,Deloitte,Pune,Full-time,12-20 LPA,10+ years,2024-12-24,2025-01-14,Naukri.com,351,B.Sc,"React, Machine Learning, Excel",Remote,Medium (51-500)
JOB14578,Product Manager,HCL,Delhi,Part-time,20+ LPA,10+ years,2024-12-26,2025-01-03,Naukri.com,481,PhD,"AWS, Python, Excel",Hybrid,Medium (51-500)
JOB14579,Graphic Designer,Google,Delhi,Full-time,20+ LPA,0-2 years,2024-12-31,2025-01-16,Naukri.com,107,M.Tech,"AWS, Python, Digital Marketing",Onsite,Medium (51-500)
JOB14580,Marketing Executive,HCL,Jaipur,Contract,12-20 LPA,5-10 years,2025-01-12,2025-02-11,Indeed,328,B.Tech,"UI/UX, React, Machine Learning",Hybrid,Small (1-50)
JOB14581,Product Manager,Microsoft,Ahmedabad,Contract,5-8 LPA,5-10 years,2025-01-10,2025-02-08,Naukri.com,394,MBA,"Machine Learning, UI/UX, Excel",Onsite,Medium (51-500)
JOB14582,Graphic Designer,Amazon,Delhi,Internship,8-12 LPA,2-5 years,2025-01-16,2025-02-14,LinkedIn,204,PhD,"C++, Python, Excel",Remote,Small (1-50)
JOB14583,Business Analyst,Infosys,Pune,Part-time,3-5 LPA,5-10 years,2025-01-03,2025-01-18,LinkedIn,229,B.Sc,"Digital Marketing, AWS, Machine Learning",Remote,Small (1-50)
JOB14584,Sales Representative,HCL,Bangalore,Part-time,8-12 LPA,0-2 years,2025-01-17,2025-01-24,LinkedIn,272,MBA,"SQL, Machine Learning, Python",Hybrid,Medium (51-500)
JOB14585,Cyber Security Analyst,HCL,Delhi,Full-time,8-12 LPA,2-5 years,2025-01-17,2025-02-10,Indeed,35,M.Tech,"Python, AWS, Digital Marketing",Hybrid,Large (500+)
JOB14586,Financial Analyst,TCS,Bangalore,Internship,8-12 LPA,2-5 years,2024-12-28,2025-01-10,Indeed,380,B.Sc,"UI/UX, Java, AWS",Hybrid,Large (500+)
JOB14587,HR Manager,HCL,Pune,Contract,20+ LPA,2-5 years,2025-01-05,2025-01-28,Indeed,18,PhD,"SQL, Machine Learning, React",Hybrid,Medium (51-500)
JOB14588,Financial Analyst,Amazon,Pune,Full-time,12-20 LPA,10+ years,2025-01-18,2025-02-13,Naukri.com,309,B.Sc,"Excel, React, Machine Learning",Onsite,Small (1-50)
JOB14589,Financial Analyst,HCL,Mumbai,Full-time,20+ LPA,2-5 years,2025-01-04,2025-01-20,LinkedIn,465,M.Tech,"Machine Learning, SQL, Excel",Hybrid,Small (1-50)
JOB14590,Graphic Designer,Google,Jaipur,Contract,8-12 LPA,2-5 years,2025-01-18,2025-02-02,Indeed,298,B.Sc,"SQL, Digital Marketing, C++",Hybrid,Medium (51-500)
JOB14591,Cyber Security Analyst,Microsoft,Pune,Part-time,3-5 LPA,5-10 years,2025-01-12,2025-01-24,Naukri.com,21,PhD,"C++, SQL, React",Onsite,Small (1-50)
JOB14592,Sales Representative,IBM,Delhi,Part-time,8-12 LPA,0-2 years,2024-12-23,2025-01-09,LinkedIn,398,M.Tech,"Java, UI/UX, AWS",Hybrid,Small (1-50)
JOB14593,Cyber Security Analyst,IBM,Kolkata,Contract,20+ LPA,10+ years,2025-01-20,2025-02-19,Naukri.com,181,MBA,"Machine Learning, C++, Python",Remote,Small (1-50)
JOB14594,HR Manager,Infosys,Chennai,Full-time,5-8 LPA,10+ years,2025-01-09,2025-01-25,Naukri.com,208,PhD,"Machine Learning, React, SQL",Onsite,Large (500+)
JOB14595,Data Scientist,Google,Jaipur,Contract,3-5 LPA,5-10 years,2025-01-20,2025-02-09,LinkedIn,44,B.Sc,"AWS, Java, SQL",Remote,Large (500+)
JOB14596,HR Manager,Google,Pune,Part-time,8-12 LPA,5-10 years,2025-01-11,2025-01-25,Indeed,70,PhD,"C++, Java, SQL",Hybrid,Small (1-50)
JOB14597,Business Analyst,HCL,Delhi,Part-time,5-8 LPA,2-5 years,2025-01-07,2025-02-04,Naukri.com,496,B.Tech,"Excel, UI/UX, Java",Remote,Large (500+)
JOB14598,Cyber Security Analyst,Amazon,Delhi,Full-time,5-8 LPA,0-2 years,2025-01-17,2025-01-25,LinkedIn,168,M.Tech,"Python, AWS, Machine Learning",Remote,Small (1-50)
JOB14599,Cyber Security Analyst,Amazon,Delhi,Full-time,5-8 LPA,2-5 years,2025-01-14,2025-02-05,LinkedIn,135,M.Tech,"Java, Machine Learning, Excel",Remote,Small (1-50)
JOB14600,Business Analyst,TCS,Mumbai,Full-time,3-5 LPA,2-5 years,2025-01-18,2025-02-11,Naukri.com,203,B.Sc,"React, Java, Machine Learning",Onsite,Medium (51-500)
JOB14601,Marketing Executive,Accenture,Kolkata,Internship,8-12 LPA,2-5 years,2024-12-24,2025-01-15,Naukri.com,174,B.Tech,"UI/UX, Python, Java",Remote,Large (500+)
JOB14602,Cyber Security Analyst,TCS,Ahmedabad,Part-time,20+ LPA,0-2 years,2025-01-10,2025-01-27,LinkedIn,447,B.Tech,"Machine Learning, AWS, Digital Marketing",Remote,Medium (51-500)
JOB14603,Graphic Designer,HCL,Hyderabad,Part-time,8-12 LPA,2-5 years,2025-01-03,2025-01-29,Indeed,118,MBA,"AWS, UI/UX, SQL",Hybrid,Large (500+)
JOB14604,Software Engineer,Accenture,Noida,Internship,12-20 LPA,10+ years,2025-01-22,2025-02-05,Naukri.com,71,MBA,"React, Digital Marketing, Java",Remote,Large (500+)
JOB14605,Financial Analyst,Infosys,Chennai,Part-time,12-20 LPA,10+ years,2025-01-01,2025-01-29,LinkedIn,53,MBA,"C++, SQL, Java",Hybrid,Small (1-50)
JOB14606,Graphic Designer,TCS,Jaipur,Internship,20+ LPA,5-10 years,2025-01-13,2025-02-12,Naukri.com,158,MBA,"SQL, C++, React",Hybrid,Medium (51-500)
JOB14607,Business Analyst,Amazon,Ahmedabad,Internship,5-8 LPA,10+ years,2025-01-13,2025-02-11,LinkedIn,464,PhD,"AWS, Machine Learning, React",Remote,Large (500+)
JOB14608,Product Manager,Google,Delhi,Full-time,8-12 LPA,10+ years,2025-01-07,2025-01-29,Naukri.com,247,MBA,"React, Machine Learning, Digital Marketing",Hybrid,Large (500+)
JOB14609,HR Manager,Infosys,Bangalore,Internship,8-12 LPA,10+ years,2025-01-16,2025-02-10,LinkedIn,303,MBA,"C++, Python, UI/UX",Remote,Medium (51-500)
JOB14610,HR Manager,Deloitte,Chennai,Full-time,12-20 LPA,5-10 years,2025-01-01,2025-01-25,LinkedIn,268,PhD,"Java, Excel, AWS",Remote,Medium (51-500)
JOB14611,Financial Analyst,IBM,Chennai,Part-time,5-8 LPA,10+ years,2025-01-11,2025-02-04,Naukri.com,444,B.Tech,"Java, UI/UX, Machine Learning",Onsite,Small (1-50)
JOB14612,Financial Analyst,Infosys,Noida,Part-time,20+ LPA,2-5 years,2025-01-13,2025-01-29,Naukri.com,423,M.Tech,"Python, AWS, Java",Hybrid,Large (500+)
JOB14613,Data Scientist,Accenture,Hyderabad,Contract,20+ LPA,10+ years,2024-12-23,2025-01-14,LinkedIn,184,B.Sc,"Digital Marketing, UI/UX, SQL",Remote,Small (1-50)
JOB14614,HR Manager,Microsoft,Chennai,Full-time,8-12 LPA,0-2 years,2025-01-20,2025-02-14,LinkedIn,211,PhD,"Machine Learning, React, AWS",Onsite,Small (1-50)
JOB14615,Financial Analyst,Infosys,Ahmedabad,Internship,5-8 LPA,5-10 years,2025-01-12,2025-02-07,Naukri.com,343,M.Tech,"UI/UX, Machine Learning, C++",Hybrid,Medium (51-500)
JOB14616,Software Engineer,Amazon,Ahmedabad,Part-time,3-5 LPA,2-5 years,2025-01-02,2025-01-24,Naukri.com,433,B.Sc,"Excel, C++, UI/UX",Hybrid,Large (500+)
JOB14617,HR Manager,Accenture,Jaipur,Internship,12-20 LPA,0-2 years,2025-01-17,2025-02-07,LinkedIn,272,B.Sc,"Python, C++, SQL",Remote,Small (1-50)
JOB14618,Cyber Security Analyst,IBM,Hyderabad,Full-time,20+ LPA,5-10 years,2025-01-07,2025-02-01,LinkedIn,303,M.Tech,"Machine Learning, C++, Excel",Hybrid,Medium (51-500)
JOB14619,Sales Representative,Wipro,Chennai,Internship,8-12 LPA,10+ years,2024-12-26,2025-01-17,Indeed,425,B.Sc,"UI/UX, Machine Learning, Python",Onsite,Small (1-50)
JOB14620,Software Engineer,Deloitte,Hyderabad,Internship,8-12 LPA,10+ years,2024-12-23,2025-01-21,LinkedIn,286,MBA,"Excel, C++, Machine Learning",Hybrid,Medium (51-500)
JOB14621,Financial Analyst,IBM,Hyderabad,Internship,5-8 LPA,2-5 years,2024-12-29,2025-01-10,Indeed,375,B.Tech,"Machine Learning, Java, UI/UX",Onsite,Medium (51-500)
JOB14622,HR Manager,HCL,Mumbai,Contract,8-12 LPA,10+ years,2025-01-11,2025-01-19,Indeed,97,MBA,"Excel, C++, Python",Onsite,Small (1-50)
JOB14623,Software Engineer,IBM,Ahmedabad,Contract,8-12 LPA,5-10 years,2025-01-03,2025-01-17,LinkedIn,377,M.Tech,"UI/UX, Python, Excel",Hybrid,Small (1-50)
JOB14624,Sales Representative,Deloitte,Noida,Internship,5-8 LPA,5-10 years,2024-12-24,2025-01-19,Naukri.com,499,B.Tech,"Digital Marketing, Java, SQL",Remote,Large (500+)
JOB14625,Graphic Designer,Wipro,Pune,Internship,3-5 LPA,10+ years,2025-01-07,2025-01-20,LinkedIn,283,B.Sc,"AWS, Java, UI/UX",Remote,Large (500+)
JOB14626,Product Manager,Google,Mumbai,Full-time,5-8 LPA,2-5 years,2024-12-28,2025-01-27,Indeed,101,MBA,"UI/UX, Machine Learning, C++",Hybrid,Medium (51-500)
JOB14627,Financial Analyst,Accenture,Delhi,Part-time,12-20 LPA,5-10 years,2025-01-08,2025-01-31,LinkedIn,230,MBA,"Digital Marketing, Java, C++",Hybrid,Large (500+)
JOB14628,Marketing Executive,Amazon,Delhi,Internship,12-20 LPA,2-5 years,2025-01-07,2025-01-29,LinkedIn,179,M.Tech,"C++, Python, Excel",Remote,Medium (51-500)
JOB14629,Data Scientist,Amazon,Kolkata,Full-time,8-12 LPA,0-2 years,2024-12-31,2025-01-26,Indeed,155,PhD,"Excel, C++, Digital Marketing",Hybrid,Small (1-50)
JOB14630,Graphic Designer,Infosys,Chennai,Internship,5-8 LPA,10+ years,2024-12-31,2025-01-14,Indeed,382,MBA,"React, SQL, AWS",Remote,Medium (51-500)
JOB14631,Software Engineer,Deloitte,Bangalore,Full-time,12-20 LPA,5-10 years,2024-12-26,2025-01-09,Indeed,423,B.Tech,"SQL, AWS, Machine Learning",Remote,Medium (51-500)
JOB14632,Software Engineer,Deloitte,Noida,Contract,20+ LPA,2-5 years,2025-01-11,2025-02-05,LinkedIn,447,B.Sc,"AWS, SQL, Machine Learning",Hybrid,Medium (51-500)
JOB14633,Marketing Executive,Wipro,Bangalore,Contract,3-5 LPA,10+ years,2025-01-02,2025-01-26,Naukri.com,205,M.Tech,"UI/UX, Excel, Python",Remote,Small (1-50)
JOB14634,HR Manager,Google,Noida,Internship,3-5 LPA,2-5 years,2025-01-06,2025-01-20,Indeed,60,B.Sc,"React, C++, UI/UX",Hybrid,Small (1-50)
JOB14635,Financial Analyst,TCS,Kolkata,Internship,5-8 LPA,0-2 years,2025-01-09,2025-02-05,Naukri.com,327,PhD,"Java, Excel, SQL",Remote,Medium (51-500)
JOB14636,Sales Representative,Accenture,Chennai,Full-time,12-20 LPA,5-10 years,2025-01-19,2025-02-05,Indeed,438,M.Tech,"C++, SQL, Digital Marketing",Onsite,Small (1-50)
JOB14637,Data Scientist,Amazon,Noida,Part-time,5-8 LPA,2-5 years,2025-01-21,2025-02-20,LinkedIn,122,B.Sc,"Machine Learning, Python, Excel",Hybrid,Large (500+)
